show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,duration_number,duration_unit
s7236,TV Show,Wild Garden,Unknown,"Yuki Hassan, Maria Sato, Chen Brown, Raj Lopez, Liam Lopez, Liam Kumar, John Kumar, Anna Novak",Japan,2021-10-04,2021,TV-MA,2 Seasons,Anime Series,A hilarious story about revenge.,2021,October,2,Seasons
s7446,TV Show,Endless Heart,Unknown,"Ahmed Tanaka, Raj Ali, Grace Wilson, Omar Wilson",Turkey,2021-01-21,2021,TV-G,1 Season,"British TV Shows, TV Dramas",A sweeping story about family.,2021,January,1,Season
s5,TV Show,Distant Promise 2,Unknown,"Yuki Petrov, Ahmed Tanaka, Raj Ali",United Kingdom,2021-11-14,2019,TV-MA,6 Seasons,"British TV Shows, TV Dramas",A hilarious story about ambition.,2021,November,6,Seasons
s6049,TV Show,Silent Story,Unknown,"Yuki Khan, Chen Wang, Hiroshi Rossi, Yuki Garcia, Maria Rossi, Maria Wang, Fatima Sharma",United States,2015-02-15,2015,TV-14,3 Seasons,Docuseries,A sweeping story about love.,2015,February,3,Seasons
s3030,TV Show,Distant Empire,Unknown,"Diego Hassan, Ahmed Hassan, Diego Brown, Aarav Ali, Diego Kumar",Unknown,2014-05-23,2011,TV-Y,1 Season,Docuseries,A chilling story about survival.,2014,May,1,Season
s3127,TV Show,Wild Story,Unknown,"Grace Hassan, Sofia Hassan, Aarav Brown, Maria Brown, Hiroshi Garcia, Diego Rossi, Raj Ali, Hiroshi Sharma",United States,2016-06-01,2015,TV-G,2 Seasons,Docuseries,A chilling story about survival.,2016,June,2,Seasons
s1554,Movie,Last Dream,Hiroshi Novak,"Diego Hassan, Diego Wang, Diego Wilson",Nigeria,2021-07-28,2021,TV-G,110 min,Children & Family Movies,A gripping story about ambition.,2021,July,110,min
s3549,Movie,Lost Heart,Chen Ali,"Fatima Smith, Omar Lopez, John Ali, Omar Tanaka",Canada,2021-12-07,2021,NR,91 min,Children & Family Movies,A chilling story about family.,2021,December,91,min
s803,TV Show,Distant Road Forever,John Smith,"Diego Tanaka, Ahmed Sato, Anna Wilson, Fatima Ali, Ahmed Smith, Ahmed Garcia, Fatima Smith, Yuki Sato",United States,2021-01-03,2021,TV-Y,2 Seasons,Anime Series,A sweeping story about revenge.,2021,January,2,Seasons
s515,Movie,Secret Heart Begins,Chen Rossi,"Yuki Brown, Raj Smith, Diego Rossi",Mexico,2010-08-21,2010,G,121 min,Horror Movies,A sweeping story about ambition.,2010,August,121,min
s5117,Movie,Silent Summer,Sofia Brown,Unknown,United Kingdom,2013-03-19,2008,R,92 min,Thrillers,A heartfelt story about survival.,2013,March,92,min
s6939,TV Show,Lost Kingdom 2,Unknown,"Sofia Smith, John Brown, Grace Brown, Yuki Sato, Chen Tanaka, Diego Tanaka, Diego Wilson",Canada,2018-02-05,2018,TV-Y7,2 Seasons,"British TV Shows, TV Dramas",A hilarious story about survival.,2018,February,2,Seasons
s3948,Movie,Distant Promise Forever,Sofia Wilson,"Chen Wang, John Wilson, Hiroshi Wilson, Ahmed Novak, Diego Sato, Yuki Tanaka, Liam Lopez",United States,2017-03-12,2017,NR,122 min,"Dramas, Independent Movies",A chilling story about family.,2017,March,122,min
s3815,TV Show,Secret Dream,Unknown,"Grace Rossi, Hiroshi Kumar, Elena Kumar, Raj Kumar",South Korea,2019-02-24,2016,TV-14,2 Seasons,"International TV Shows, TV Dramas",A chilling story about revenge.,2019,February,2,Seasons
s8413,TV Show,Secret Promise Begins,Aarav Lopez,"Diego Hassan, Omar Brown, Grace Tanaka, Hiroshi Tanaka, Ahmed Wang, Raj Wilson",Australia,2021-05-15,2019,TV-MA,3 Seasons,"International TV Shows, TV Dramas",A heartfelt story about survival.,2021,May,3,Seasons
s7669,Movie,Distant Story,Yuki Sato,"Aarav Kumar, Yuki Rossi, Yuki Rossi, Grace Rossi, Diego Ali",Canada,2015-09-03,2014,G,122 min,Action & Adventure,A chilling story about love.,2015,September,122,min
s1697,Movie,Burning Story,Yuki Garcia,"Aarav Smith, Fatima Lopez, Omar Sato, Elena Tanaka",United Kingdom,2010-11-08,2009,TV-PG,109 min,Comedies,A sweeping story about love.,2010,November,109,min
s1272,Movie,Wild River,Hiroshi Wilson,"Ahmed Wilson, Diego Novak, John Kumar",United States,2018-02-10,2013,TV-PG,91 min,Thrillers,A heartfelt story about love.,2018,February,91,min
s109,Movie,Endless Garden Returns,Hiroshi Kumar,"Liam Tanaka, Anna Wang, Ahmed Garcia, Liam Wilson, Ahmed Hassan, John Khan, Diego Smith",United States,2021-12-10,2018,R,109 min,Documentaries,A gripping story about survival.,2021,December,109,min
s2140,Movie,Frozen River,John Rossi,"Diego Rossi, Liam Wilson, Anna Lopez, Maria Garcia, Sofia Wilson, Chen Wang",United States,2017-03-10,2016,PG,96 min,Children & Family Movies,A sweeping story about family.,2017,March,96,min
s3654,Movie,Crimson City,Grace Wang,"Grace Garcia, Yuki Lopez, Diego Kumar, Anna Lopez, Maria Wilson, Maria Ali, Grace Tanaka, Chen Petrov",Canada,2021-09-17,2021,G,110 min,"Comedies, International Movies",A chilling story about family.,2021,September,110,min
s4213,TV Show,Secret City 2,Unknown,Unknown,France,2010-12-28,2010,TV-MA,3 Seasons,Kids' TV,A sweeping story about revenge.,2010,December,3,Seasons
s5573,Movie,Last Horizon Returns,Fatima Wilson,"Aarav Sato, Omar Brown, Anna Ali, Maria Rossi, Grace Brown",United States,2010-02-22,2010,TV-G,68 min,Thrillers,A sweeping story about revenge.,2010,February,68,min
s5630,Movie,Wild Story,Sofia Garcia,"Fatima Brown, Ahmed Khan, Diego Wang, Yuki Wilson, Sofia Ali, Yuki Sharma, Maria Garcia",United States,2008-11-03,2004,R,65 min,Documentaries,A sweeping story about ambition.,2008,November,65,min
s7841,Movie,Frozen City,Maria Kumar,"Elena Smith, Aarav Hassan, Chen Garcia, Anna Hassan, Diego Wilson, Maria Petrov, Hiroshi Novak, Raj Lopez",Canada,2011-07-24,2008,TV-G,80 min,Comedies,A chilling story about ambition.,2011,July,80,min
s5195,Movie,Lost Summer,Omar Wang,"Elena Kumar, Diego Sato, Aarav Brown, Sofia Tanaka, Elena Wang, Raj Lopez",India,2013-04-15,2008,TV-G,91 min,Horror Movies,A hilarious story about family.,2013,April,91,min
s6203,Movie,Last Journey II,Chen Brown,"Chen Novak, Anna Sato, Fatima Sharma, Hiroshi Brown",United States,2013-07-16,2012,R,96 min,Comedies,A gripping story about survival.,2013,July,96,min
s8317,TV Show,Dark Journey,Unknown,"Grace Khan, Ahmed Kumar, Raj Sharma, Anna Rossi",Australia,2012-03-04,2012,TV-Y,5 Seasons,Anime Series,A chilling story about love.,2012,March,5,Seasons
s2355,Movie,Wild Heart,Yuki Wilson,"Ahmed Smith, Anna Novak, Hiroshi Rossi, Diego Sato, Maria Garcia",United States,2019-10-27,2018,G,87 min,"Dramas, Independent Movies",A sweeping story about ambition.,2019,October,87,min
s2768,Movie,Hidden Heart,Fatima Novak,"John Hassan, Yuki Khan, Chen Hassan, Maria Khan, Ahmed Lopez, Diego Sharma, Fatima Lopez, John Sharma",United States,2015-09-01,2014,TV-PG,68 min,Thrillers,A chilling story about love.,2015,September,68,min
s432,TV Show,Rising Road Returns,Unknown,"Aarav Sato, Maria Lopez, Chen Brown, John Tanaka, Yuki Hassan, Anna Garcia, Omar Khan",Mexico,2008-12-01,2001,TV-Y7,3 Seasons,"British TV Shows, TV Dramas",A chilling story about survival.,2008,December,3,Seasons
s6308,Movie,Burning Journey Forever,John Rossi,"Maria Garcia, Grace Kumar, Raj Sharma, Aarav Kumar, Anna Brown, Chen Lopez, John Hassan",Egypt,2016-08-27,2011,TV-G,66 min,"Dramas, International Movies",A gripping story about love.,2016,August,66,min
s1831,Movie,Burning Shadow,Sofia Ali,Unknown,India,2021-10-07,2021,PG,122 min,"Dramas, Independent Movies",A gripping story about ambition.,2021,October,122,min
s1615,Movie,Crimson Kingdom,Chen Khan,"Sofia Brown, Raj Wilson, Sofia Sato, Yuki Kumar, Anna Lopez, Fatima Novak, Raj Ali, Diego Garcia",India,2017-04-08,2017,R,45 min,"Dramas, Independent Movies",A hilarious story about love.,2017,April,45,min
s2412,Movie,Burning Horizon,Aarav Brown,"Raj Novak, Fatima Tanaka, Omar Petrov, Liam Khan, Omar Kumar, Maria Rossi, Hiroshi Lopez, Sofia Petrov",Canada,2008-12-21,2000,TV-G,88 min,Thrillers,A heartfelt story about survival.,2008,December,88,min
s4183,TV Show,Broken Story Forever,Unknown,"Hiroshi Rossi, Hiroshi Sharma, Ahmed Tanaka",Spain,2008-11-04,2008,TV-Y7,1 Season,Reality TV,A sweeping story about survival.,2008,November,1,Season
s7451,TV Show,Lost Road,Unknown,"Aarav Brown, Yuki Ali, Maria Hassan, Aarav Wilson",Australia,2015-01-03,2015,TV-Y7,6 Seasons,Kids' TV,A chilling story about revenge.,2015,January,6,Seasons
s2221,Movie,Endless Journey Begins,Sofia Lopez,"Ahmed Rossi, Elena Ali, Raj Sato, Diego Hassan, Ahmed Wilson, Anna Garcia, Liam Tanaka, Grace Brown",United States,2008-11-23,1999,TV-G,97 min,"Dramas, Independent Movies",A chilling story about family.,2008,November,97,min
s276,Movie,Wild Garden II,Diego Novak,"Diego Wang, Anna Petrov, Omar Hassan, Aarav Tanaka, Omar Sharma, Yuki Sato, Omar Garcia, Aarav Petrov",United States,2008-05-04,2003,R,129 min,Children & Family Movies,A heartfelt story about family.,2008,May,129,min
s281,Movie,Wild Heart Forever,Maria Wang,"Sofia Brown, John Ali, Diego Sharma, Omar Rossi, Liam Ali, Omar Brown, Raj Sharma",United States,2016-01-03,2013,G,77 min,Comedies,A heartfelt story about survival.,2016,January,77,min
s263,Movie,Endless City II,John Rossi,"Fatima Novak, Diego Hassan, Liam Wang, Maria Kumar, Chen Sharma",United States,2008-09-11,2006,PG-13,97 min,Comedies,A hilarious story about survival.,2008,September,97,min
s2845,Movie,Endless Dream,Diego Novak,"Omar Ali, Aarav Petrov, Elena Petrov",United States,2012-03-17,2010,TV-MA,166 min,Horror Movies,A sweeping story about family.,2012,March,166,min
s7867,Movie,Burning Empire,Maria Kumar,"Hiroshi Lopez, Maria Kumar, John Novak, Yuki Garcia, Raj Novak",Canada,2013-05-02,2012,NR,95 min,Action & Adventure,A sweeping story about ambition.,2013,May,95,min
s4980,Movie,Crimson Journey 2,Raj Khan,"Liam Tanaka, Hiroshi Khan, Hiroshi Ali, Maria Sato, Ahmed Sharma, Grace Sharma, Aarav Wang, Diego Tanaka",United Kingdom,2017-05-05,2016,TV-MA,77 min,"Dramas, Independent Movies",A sweeping story about ambition.,2017,May,77,min
s1387,TV Show,Last Night 2,Unknown,"Chen Smith, Raj Wang, Diego Brown",United States,2008-11-10,2006,TV-Y,1 Season,"International TV Shows, TV Dramas",A sweeping story about revenge.,2008,November,1,Season
s6139,Movie,Wild River Returns,Grace Sato,"Diego Wilson, Liam Ali, Fatima Wang, Ahmed Sato, Grace Tanaka, Grace Brown, Liam Kumar, Omar Wilson",South Korea,2010-07-25,2008,G,119 min,Comedies,A hilarious story about survival.,2010,July,119,min
s7998,Movie,Secret Story,Liam Brown,"John Tanaka, Hiroshi Wang, Liam Lopez, Elena Garcia, Raj Wang, Fatima Garcia",India,2016-06-01,2016,PG-13,79 min,Documentaries,A gripping story about survival.,2016,June,79,min
s4524,Movie,Hidden Promise,Anna Ali,"Yuki Rossi, Diego Petrov, Raj Sharma, Fatima Ali, Ahmed Petrov, Chen Sharma, Omar Smith",United Kingdom,2011-01-18,2008,G,79 min,Action & Adventure,A sweeping story about ambition.,2011,January,79,min
s433,Movie,Last Summer,Hiroshi Hassan,"Liam Ali, Grace Lopez, Chen Lopez",Unknown,2008-08-16,2005,TV-14,85 min,Comedies,A gripping story about ambition.,2008,August,85,min
s848,Movie,Dark Story II,Chen Khan,Unknown,Spain,2018-10-06,2016,PG,127 min,Children & Family Movies,A sweeping story about family.,2018,October,127,min
s6681,Movie,Dark City Forever,Omar Wilson,"John Hassan, Hiroshi Rossi, Grace Rossi, Maria Novak, Chen Petrov, Omar Ali, Aarav Sharma, Ahmed Sato",India,2020-06-27,2015,TV-14,69 min,Documentaries,A gripping story about survival.,2020,June,69,min
s1060,Movie,Secret Garden Begins,Maria Tanaka,"Ahmed Kumar, Yuki Kumar, Ahmed Sato",United States,2017-10-20,2015,TV-MA,134 min,Children & Family Movies,A hilarious story about ambition.,2017,October,134,min
s7903,Movie,Frozen Shadow,John Rossi,"Ahmed Sato, Raj Sato, John Khan, Liam Brown, Ahmed Kumar",India,2018-12-23,2013,TV-14,84 min,Documentaries,A chilling story about revenge.,2018,December,84,min
s7569,Movie,Golden Shadow II,Hiroshi Kumar,"Yuki Wang, Aarav Kumar, Sofia Wang, John Lopez, John Garcia, Sofia Brown, Hiroshi Garcia, Elena Khan",Unknown,2008-09-03,2004,NR,135 min,Children & Family Movies,A gripping story about family.,2008,September,135,min
s7439,Movie,Frozen Garden,Grace Rossi,"Aarav Petrov, Grace Novak, Chen Lopez",Australia,2009-01-16,2007,PG-13,99 min,Documentaries,A sweeping story about love.,2009,January,99,min
s3174,Movie,Golden Empire,Anna Novak,"Omar Novak, John Kumar, Omar Sato, Liam Kumar, Chen Ali, Liam Garcia",United States,2008-12-21,2001,R,83 min,"Comedies, International Movies",A heartfelt story about love.,2008,December,83,min
s8571,Movie,Lost Empire Begins,Ahmed Hassan,"Ahmed Ali, Liam Rossi, Anna Smith, John Wang",United Kingdom,2015-08-27,2015,TV-14,69 min,Action & Adventure,A chilling story about survival.,2015,August,69,min
s7187,Movie,Rising Heart Begins,Aarav Petrov,"Maria Brown, Liam Garcia, Yuki Petrov, Omar Garcia",United States,2013-09-01,2013,TV-14,51 min,Children & Family Movies,A gripping story about ambition.,2013,September,51,min
s6382,TV Show,Broken Heart,Unknown,"Hiroshi Sharma, John Hassan, John Kumar",United Kingdom,2008-11-27,2004,TV-MA,5 Seasons,Kids' TV,A heartfelt story about survival.,2008,November,5,Seasons
s309,Movie,Last Garden II,Elena Wang,"Aarav Wilson, Liam Petrov, Omar Petrov",Canada,2014-11-12,2014,PG,104 min,Children & Family Movies,A sweeping story about family.,2014,November,104,min
s2985,Movie,Last Shadow,Anna Hassan,"Hiroshi Petrov, Elena Petrov, Anna Ali, Yuki Kumar, Elena Khan, Omar Kumar",South Korea,2020-01-22,2015,TV-MA,76 min,Documentaries,A heartfelt story about ambition.,2020,January,76,min
s4930,TV Show,Secret Horizon II,Unknown,"Omar Novak, Liam Sharma, Chen Tanaka, Raj Khan, Aarav Brown, Omar Sato, Raj Ali, Fatima Brown",Nigeria,2021-04-26,2018,TV-Y7,1 Season,Kids' TV,A hilarious story about family.,2021,April,1,Season
s5850,Movie,Burning Empire Forever,Anna Kumar,"Aarav Rossi, Aarav Khan, Aarav Brown",United States,2021-07-25,2017,PG,88 min,Horror Movies,A hilarious story about love.,2021,July,88,min
s3437,TV Show,Lost Kingdom,Unknown,"Sofia Kumar, Diego Petrov, Omar Sato, Omar Novak",United States,2010-08-06,2010,TV-Y7,2 Seasons,Reality TV,A hilarious story about revenge.,2010,August,2,Seasons
s4514,TV Show,Dark Shadow,Unknown,"Maria Kumar, Yuki Hassan, Maria Khan, Diego Khan, Aarav Kumar",Pakistan,2021-05-16,2021,TV-PG,2 Seasons,Anime Series,A hilarious story about revenge.,2021,May,2,Seasons
s1964,TV Show,Crimson Story,Unknown,"Chen Garcia, Sofia Sato, Diego Brown, Diego Tanaka, Liam Wilson, Chen Khan",India,2014-08-05,2009,TV-Y,1 Season,Kids' TV,A hilarious story about ambition.,2014,August,1,Season
s4096,TV Show,Silent Night,Unknown,"Chen Petrov, John Novak, Raj Sato, Aarav Wang, Hiroshi Wang",United States,2021-07-18,2021,TV-MA,5 Seasons,Anime Series,A gripping story about love.,2021,July,5,Seasons
s5358,Movie,Secret Garden Forever,Chen Tanaka,Unknown,India,2015-11-09,2014,TV-14,112 min,Horror Movies,A gripping story about revenge.,2015,November,112,min
s717,Movie,Crimson Garden II,John Novak,"Anna Wang, Elena Khan, Chen Petrov, Yuki Rossi, Grace Sato, Elena Smith, Raj Khan",Australia,2021-05-22,2021,TV-MA,86 min,"Documentaries, International Movies",A hilarious story about love.,2021,May,86,min
s448,Movie,Dark Road Begins,Grace Wang,Unknown,Nigeria,2014-10-04,2013,R,137 min,"Comedies, International Movies",A heartfelt story about survival.,2014,October,137,min
s4753,TV Show,Wild Road,Unknown,"Raj Brown, Fatima Lopez, Hiroshi Wilson, Sofia Ali, Anna Hassan, Sofia Wilson, Ahmed Kumar",Mexico,2010-09-22,2009,TV-14,2 Seasons,Anime Series,A heartfelt story about ambition.,2010,September,2,Seasons
s407,TV Show,Wild City Begins,Unknown,"Diego Rossi, Grace Wang, Sofia Wang, Sofia Sharma, Omar Tanaka",United States,2021-07-01,2016,TV-14,1 Season,Reality TV,A gripping story about revenge.,2021,July,1,Season
s1645,Movie,Hidden Night,Anna Smith,"Liam Sharma, Grace Brown, Maria Sharma",Australia,2011-06-23,2011,TV-PG,78 min,Comedies,A heartfelt story about survival.,2011,June,78,min
s5396,Movie,Frozen Heart,Elena Kumar,Unknown,Spain,2008-10-28,2002,NR,107 min,"Dramas, International Movies",A chilling story about survival.,2008,October,107,min
s14,Movie,Frozen Empire Forever,Yuki Sato,"Grace Sharma, Liam Brown, Aarav Rossi, Hiroshi Khan, Elena Garcia, Elena Wilson",Australia,2019-11-28,2014,PG-13,67 min,"Dramas, Independent Movies",A sweeping story about survival.,2019,November,67,min
s2969,Movie,Broken Garden,Chen Lopez,"Liam Petrov, John Brown, Raj Khan, Chen Garcia, Diego Tanaka, Ahmed Wilson",United States,2021-10-04,2021,G,106 min,"Dramas, International Movies",A sweeping story about family.,2021,October,106,min
s808,Movie,Hidden Road 2,Sofia Lopez,"Liam Novak, Hiroshi Lopez, Fatima Novak",Spain,2021-09-23,2021,PG,99 min,Documentaries,A heartfelt story about family.,2021,September,99,min
s1761,TV Show,Broken Horizon Forever,Unknown,"Liam Sato, Grace Tanaka, Ahmed Garcia, Fatima Sharma",Unknown,2010-12-02,2007,TV-G,4 Seasons,"British TV Shows, TV Dramas",A heartfelt story about family.,2010,December,4,Seasons
s4727,Movie,Distant Shadow,John Sharma,Unknown,India,2019-12-20,2014,PG-13,92 min,"Dramas, International Movies",A heartfelt story about love.,2019,December,92,min
s4187,TV Show,Burning Shadow II,Unknown,"Sofia Lopez, Elena Garcia, Hiroshi Brown",United Kingdom,2018-08-21,2018,TV-MA,5 Seasons,TV Comedies,A sweeping story about revenge.,2018,August,5,Seasons
s6710,Movie,Crimson Heart,Grace Hassan,"Elena Khan, Sofia Petrov, John Petrov, Chen Khan, Liam Garcia, Raj Novak, Raj Lopez, Aarav Khan",Japan,2013-10-23,2008,TV-G,98 min,"Comedies, International Movies",A heartfelt story about revenge.,2013,October,98,min
s4291,Movie,Silent Kingdom,Anna Brown,"Ahmed Ali, Liam Brown, Yuki Garcia, Elena Sharma",Unknown,2021-03-01,2021,PG-13,75 min,"Dramas, International Movies",A heartfelt story about revenge.,2021,March,75,min
s6258,Movie,Endless Summer 2,Anna Rossi,"Hiroshi Smith, Omar Garcia, Maria Tanaka",Unknown,2013-01-22,2008,PG-13,130 min,"Dramas, Independent Movies",A hilarious story about revenge.,2013,January,130,min
s7943,TV Show,Rising Garden,Unknown,"Aarav Sato, Yuki Wilson, Fatima Novak, Omar Sato, Omar Novak, Raj Smith, Anna Khan, Fatima Smith",United States,2020-04-12,2017,TV-MA,1 Season,Docuseries,A heartfelt story about ambition.,2020,April,1,Season
s7065,Movie,Rising Garden Returns,Ahmed Smith,"Liam Smith, Liam Novak, Raj Sharma, Ahmed Novak",Nigeria,2013-02-03,2013,TV-PG,99 min,"Documentaries, International Movies",A chilling story about ambition.,2013,February,99,min
s4208,Movie,Wild Night,Sofia Rossi,"Diego Petrov, Hiroshi Petrov, Diego Ali, Fatima Tanaka, Anna Khan",Unknown,2013-03-07,2013,PG-13,111 min,Action & Adventure,A heartfelt story about family.,2013,March,111,min
s229,TV Show,Frozen Road 2,Unknown,"Sofia Ali, Elena Sharma, Omar Petrov, Liam Sato, Liam Tanaka, Chen Rossi, Aarav Brown, Raj Lopez",Australia,2021-08-05,2021,TV-14,1 Season,Docuseries,A chilling story about family.,2021,August,1,Season
s5694,Movie,Dark Road,Aarav Tanaka,"Grace Wilson, Sofia Rossi, Diego Lopez, Elena Hassan, Hiroshi Sharma, Fatima Kumar, Elena Hassan, Ahmed Kumar",Spain,2021-05-21,2021,PG,93 min,Thrillers,A gripping story about ambition.,2021,May,93,min
s6798,TV Show,Distant Shadow,Unknown,Unknown,India,2021-09-18,2017,TV-14,3 Seasons,Reality TV,A sweeping story about survival.,2021,September,3,Seasons
s345,Movie,Rising Promise II,Yuki Petrov,"Ahmed Wang, Sofia Petrov, Chen Ali, Sofia Sharma, Raj Garcia, Raj Lopez",United Kingdom,2020-06-08,2019,TV-G,80 min,Horror Movies,A chilling story about family.,2020,June,80,min
s7380,Movie,Dark Empire Begins,Chen Sato,"Raj Kumar, Grace Sharma, Grace Brown, Grace Wilson, Elena Novak, Yuki Wang",United States,2016-03-14,2015,PG,122 min,Horror Movies,A sweeping story about survival.,2016,March,122,min
